Y,X1,X2,X3,X4,X5,X6,X7,X8
0.433,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,0.001
0.55,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.45,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.53,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.5,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.5,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,0.001
0.55,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,0.001
0.5,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.7,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.38,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.4,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,0.001
0.55,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,0.001
0.5,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,0.001
0.4,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,0.001
0.4,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,1.0
0.4,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,1.0
0.4,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,1.0
0.65,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,1.0
0.4,0.001,7555.063442662197,100.0,1.7620301651903276,22.088,1677.5,2.4294985250737464,1.0
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,1.0
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,1.0
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,1.0
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,1.0
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,1.0
0.65,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,1.0
0.65,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,1.0
6.4,37.8,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
1.8,37.8,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
1.1,37.8,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
3.0,37.8,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.5,37.8,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
2.6,37.8,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
2.5,37.8,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.8,37.8,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
1.1,37.8,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
2.1,37.8,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.7,37.8,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.5,37.8,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.5,37.8,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.2,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.9,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.2,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.2,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
1.6,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.3,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.3,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
3.1,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.8,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.3,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.3,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
1.1,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.3,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.7,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.0,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
2.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
1.4,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.8,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
3.8,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.7,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.9,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.7,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.6,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
3.9,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
4.2,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
1.8,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
1.3,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
1.0,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.5,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.8,37.8,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
1.8,37.8,7855.937052932761,100.0,4.098712446351931,6.925,717.3897142857151,3.993700352214312,1.0
1.3,37.8,7855.937052932761,100.0,4.098712446351931,6.925,717.3897142857151,3.993700352214312,0.001
0.3,37.8,8092.4647887323945,100.0,3.8732394366197185,8.819,717.3897142857151,3.993700352214312,0.001
0.7,37.8,8092.4647887323945,100.0,3.8732394366197185,8.819,717.3897142857151,3.993700352214312,0.001
2.5,37.8,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
2.5,37.8,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
1.4,37.8,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
2.3,37.8,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
0.3,37.8,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
1.0,37.8,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
0.9,37.8,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.8,37.8,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
3.1,37.8,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
2.0,37.8,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.2,37.8,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.7,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
1.2,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
0.6,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
2.1,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
1.2,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
0.3,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
0.8,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
1.2,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
0.5,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
1.2,37.8,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
0.7,37.8,15333.21554770318,100.0,28.51590106007067,1.684,717.3897142857151,3.993700352214312,0.001
0.8,37.8,15333.21554770318,100.0,28.51590106007067,1.684,717.3897142857151,3.993700352214312,0.001
0.5,37.8,807.9569399908382,91.94,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
2.0,37.8,807.9569399908382,91.94,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
1.4,37.8,807.9569399908382,91.94,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.5,37.8,807.9569399908382,91.94,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
1.3,37.8,807.9569399908382,91.94,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.9,37.8,12208.156386922818,100.0,2.0728008088978767,12.99,717.3897142857151,3.993700352214312,0.001
1.3,37.8,12208.156386922818,100.0,2.0728008088978767,12.99,717.3897142857151,3.993700352214312,0.001
0.5,37.8,12208.156386922818,100.0,2.0728008088978767,12.99,717.3897142857151,3.993700352214312,0.001
0.4,37.8,12208.156386922818,100.0,2.0728008088978767,12.99,717.3897142857151,3.993700352214312,0.001
2.4,37.8,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.5,37.8,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
1.1,37.8,784.5170532811725,94.38,0.29092511984131353,54.865,1133.0,1.8964440505456162,0.001
0.8,37.8,784.5170532811725,94.38,0.29092511984131353,54.865,1133.0,1.8964440505456162,0.001
0.65,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.5,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.8,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.35,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.8,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.35,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.4,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.6,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.65,0.001,7881.562074995143,100.0,1.257042937633573,20.586,433.42857142857144,4.320987020895212,0.001
0.65,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.65,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.35,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.65,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.65,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.65,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.65,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.4,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
0.35,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.35,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.5,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
1.25,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.8,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.55,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.45,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.5,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.6,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
1.05,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.5,0.001,807.9569399908382,91.04,0.27301878149335773,15.497,203.0,2.5112184130049897,0.001
0.5,0.001,12208.156386922818,100.0,2.0728008088978767,12.99,717.3897142857151,3.993700352214312,0.001
0.65,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.75,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.35,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.4,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.4,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.6,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.65,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.6,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.65,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.65,0.001,16336.500300661457,100.0,5.189416716776909,14.242,196.8,3.0,0.001
0.55,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.45,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.55,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.55,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.85,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.75,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.7,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.6,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.75,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.6,0.001,7264.465328930658,100.0,1.8821437642875285,10.656,935.0,2.0,0.001
0.4,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,1.0
0.5,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,1.0
0.45,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,1.0
0.5,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,1.0
0.5,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.45,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.3,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.45,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.3,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.4,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.5,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.4,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.4,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.5,0.001,17446.0333006856,100.0,5.279138099902056,8.635,717.3897142857151,3.993700352214312,0.001
0.65,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.4,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.4,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.65,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.4,0.001,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,0.001
0.4,2.3,17349.090909090908,100.0,5.537190082644628,9.776,1038.5,6.1,1.0
0.75,2.3,784.5170532811725,94.4,0.29092511984131353,54.865,1133.0,1.8964440505456162,1.0
0.75,2.3,784.5170532811725,94.4,0.29092511984131353,54.865,1133.0,1.8964440505456162,1.0
0.65,2.3,784.5170532811725,94.4,0.29092511984131353,54.865,1133.0,1.8964440505456162,1.0
2.8,0.001,7855.937052932761,100.0,4.098712446351931,6.925,717.3897142857151,3.993700352214312,1.0
1.0,0.001,7855.937052932761,100.0,4.098712446351931,6.925,717.3897142857151,3.993700352214312,1.0
0.5,0.001,8092.4647887323945,100.0,3.8732394366197185,8.819,717.3897142857151,3.993700352214312,1.0
0.4,25.5,8092.4647887323945,100.0,3.8732394366197185,8.819,717.3897142857151,3.993700352214312,0.001
0.15,25.5,8092.4647887323945,100.0,3.8732394366197185,8.819,717.3897142857151,3.993700352214312,0.001
0.55,25.5,784.5170532811725,82.5,0.29092511984131353,54.865,1133.0,1.8964440505456162,1.0
0.35,25.5,784.5170532811725,82.5,0.29092511984131353,54.865,1133.0,1.8964440505456162,1.0
0.35,25.5,784.5170532811725,82.5,0.29092511984131353,54.865,1133.0,1.8964440505456162,1.0
0.35,25.5,784.5170532811725,82.5,0.29092511984131353,54.865,1133.0,1.8964440505456162,1.0
0.4,0.001,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
0.4,0.001,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
0.4,0.001,9176.697061803445,100.0,6.484295845997974,7.737,220.0,3.993700352214312,0.001
0.65,0.001,3618.3670343137255,100.0,1.0386029411764706,10.616,590.0,3.993700352214312,0.001
1.0,0.001,10173.591943304738,100.0,2.4170085788884745,20.553,146.6,2.060041407867495,0.001
0.4,0.001,784.5170532811725,85.19,0.29092511984131353,54.865,1133.0,1.8964440505456162,0.001
0.001,0.001,784.5170532811725,85.19,0.29092511984131353,54.865,1133.0,1.8964440505456162,0.001
